0	CONN	0	7	up
0	CONN	0	7	down
0	CONN	0	4	up
0	CONN	1	7	up
0	CONN	1	7	down
0	CONN	1	3	up
0	CONN	1	3	down
0	CONN	1	2	up
0	CONN	2	0	up
0	CONN	2	7	up
0	CONN	3	7	up
0	CONN	3	4	up
0	CONN	4	7	up
0	CONN	4	3	up
0	CONN	5	3	up
0	CONN	5	7	up
0	CONN	7	5	up
0	CONN	7	5	down
0	CONN	7	2	up
0	CONN	8	4	up
0	CONN	8	4	down
0	CONN	8	7	up
0	CONN	8	7	down
0	CONN	8	2	up
115	CONN	0	2	up
115	CONN	0	3	up
115	CONN	1	2	down
115	CONN	1	6	up
115	CONN	2	0	down
115	CONN	2	4	up
115	CONN	2	4	down
115	CONN	2	3	up
115	CONN	5	3	down
115	CONN	5	6	up
115	CONN	7	6	up
226	CONN	0	2	down
226	CONN	0	3	down
226	CONN	1	6	down
226	CONN	1	5	up
226	CONN	3	7	down
226	CONN	7	2	down
226	CONN	7	1	up
343	CONN	0	4	down
343	CONN	1	5	down
343	CONN	3	5	up
343	CONN	3	5	down
343	CONN	4	5	up
343	CONN	4	5	down
343	CONN	5	6	down
343	CONN	5	1	up
343	CONN	5	2	up
343	CONN	7	5	up
464	CONN	0	7	up
464	CONN	0	7	down
464	CONN	1	7	up
464	CONN	2	3	down
464	CONN	2	4	up
464	CONN	2	4	down
464	CONN	2	5	up
464	CONN	2	5	down
464	CONN	2	0	up
464	CONN	2	0	down
464	CONN	5	1	down
467	CONN	5	2	down
467	CONN	7	6	down
467	CONN	7	2	up
467	CONN	7	2	down
468	CONN	0	2	up
468	CONN	0	3	up
468	CONN	1	2	up
468	CONN	1	2	down
578	CONN	5	7	down
578	CONN	5	6	up
578	CONN	5	6	down
578	CONN	7	5	down
579	CONN	0	4	up
579	CONN	2	7	down
581	CONN	4	5	up
695	CONN	0	4	down
695	CONN	1	6	up
695	CONN	2	4	up
695	CONN	2	4	down
697	CONN	4	5	down
698	CONN	3	7	up
698	CONN	3	7	down
817	CONN	7	6	up
817	CONN	7	6	down
817	CONN	7	5	up
819	CONN	0	2	down
819	CONN	0	3	down
819	CONN	0	8	up
819	CONN	0	8	down
819	CONN	1	5	up
819	CONN	1	5	down
822	CONN	3	0	up
822	CONN	3	0	down
940	CONN	5	6	up
940	CONN	5	7	up
940	CONN	7	1	down
941	CONN	2	8	up
943	CONN	4	7	down
944	CONN	3	2	up
1061	CONN	7	5	down
1063	CONN	5	6	down
1064	CONN	1	6	down
1185	CONN	0	1	up
1185	CONN	0	1	down
1185	CONN	1	5	up
1187	CONN	4	3	down
1187	CONN	4	2	up
1308	CONN	7	6	up
1308	CONN	7	1	up
1309	CONN	1	5	down
1311	CONN	4	0	up
1311	CONN	4	0	down
1312	CONN	3	4	down
1312	CONN	3	0	up
1312	CONN	3	0	down
1431	CONN	5	7	down
1431	CONN	5	6	up
1540	CONN	5	6	down
1541	CONN	0	7	up
1541	CONN	0	7	down
1541	CONN	1	6	up
1541	CONN	1	6	down
1541	CONN	7	6	down
1543	CONN	4	7	up
1543	CONN	4	7	down
1543	CONN	4	3	up
1543	CONN	4	3	down
1544	CONN	3	2	down
1544	CONN	3	7	up
1544	CONN	3	7	down
1660	CONN	7	1	down
1660	CONN	7	6	up
1660	CONN	7	6	down
1661	CONN	1	5	up
1661	CONN	1	5	down
1663	CONN	4	8	up
1663	CONN	4	0	up
1664	CONN	6	1	up
1664	CONN	6	1	down
1664	CONN	6	8	up
1664	CONN	6	3	up
1664	CONN	6	2	up
1667	CONN	4	8	down
1772	CONN	1	6	up
1772	CONN	1	6	down
1772	CONN	5	7	up
1772	CONN	5	7	down
1776	CONN	4	2	down
1776	CONN	4	6	up
1778	CONN	1	7	down
1780	CONN	4	6	down
1780	CONN	6	5	up
1780	CONN	6	5	down
1783	CONN	4	0	down
1783	CONN	4	5	up
1783	CONN	4	5	down
1783	CONN	4	8	up
1783	CONN	4	8	down
1784	CONN	5	6	up
1784	CONN	5	6	down
1784	CONN	5	1	up
1787	CONN	3	4	up
1794	CONN	6	1	up
1896	CONN	4	3	up
1904	CONN	0	7	up
1906	CONN	7	1	up
1906	CONN	7	6	up
1907	CONN	6	1	down
1913	CONN	6	5	up
2012	CONN	5	6	up
2016	CONN	7	1	down
2017	CONN	5	1	down
2017	CONN	5	6	down
2023	CONN	6	1	up
2037	CONN	0	7	down
2040	CONN	3	6	up
2131	CONN	7	5	up
2131	CONN	7	5	down
2139	CONN	4	6	up
2249	CONN	1	6	up
2249	CONN	1	6	down
2266	CONN	0	1	up
2266	CONN	0	1	down
2266	CONN	0	7	up
2266	CONN	0	7	down
2372	CONN	6	1	down
2382	CONN	4	3	down
2482	CONN	1	7	up
2488	CONN	7	5	up
2496	CONN	6	8	down
2596	CONN	5	7	up
2598	CONN	7	6	down
2606	CONN	1	7	down
2615	CONN	4	6	down
2711	CONN	5	6	up
2711	CONN	5	6	down
2721	CONN	6	5	down
2721	CONN	6	1	up
2831	CONN	1	6	up
2831	CONN	1	6	down
2833	CONN	6	8	up
2840	CONN	4	3	up
2848	CONN	0	7	up
2937	CONN	5	4	up
2939	CONN	7	4	up
2952	CONN	4	6	up
3059	CONN	7	3	up
3059	CONN	7	3	down
3067	CONN	6	5	up
3067	CONN	6	5	down
3074	CONN	0	7	down
3077	CONN	3	4	down
3077	CONN	3	5	up
3077	CONN	3	5	down
3414	CONN	5	3	up
3414	CONN	5	3	down
3417	CONN	6	5	up
3417	CONN	6	5	down
3527	CONN	1	6	up
3534	CONN	1	6	down
3536	CONN	4	5	up
3554	CONN	3	5	up
3554	CONN	3	4	up
3650	CONN	7	4	down
3892	CONN	1	6	up
3895	CONN	5	0	up
3895	CONN	5	0	down
3895	CONN	5	3	up
3897	CONN	7	3	up
3897	CONN	7	3	down
3897	CONN	7	4	up
3901	CONN	4	6	down
3903	CONN	6	1	down
3905	CONN	3	5	down
3909	CONN	0	7	up
3909	CONN	0	7	down
4014	CONN	5	3	down
4015	CONN	1	6	down
4016	CONN	7	4	down
4016	CONN	7	2	up
4016	CONN	7	2	down
4022	CONN	6	3	down
4035	CONN	3	6	down
4127	CONN	5	4	down
4129	CONN	7	5	down
4129	CONN	7	0	up
4135	CONN	6	5	up
4135	CONN	6	5	down
4154	CONN	3	4	down
4154	CONN	3	5	up
4253	CONN	5	7	down
4253	CONN	5	0	up
4253	CONN	5	0	down
4253	CONN	5	2	up
4255	CONN	7	3	up
4255	CONN	7	3	down
4259	CONN	7	4	up
4259	CONN	7	2	up
4260	CONN	7	4	down
4260	CONN	7	8	up
4260	CONN	7	8	down
4261	CONN	6	1	up
4379	CONN	7	2	down
4380	CONN	5	2	down
4382	CONN	4	3	down
4382	CONN	4	6	up
4385	CONN	7	0	down
4388	CONN	6	3	up
4389	CONN	7	3	up
4389	CONN	7	3	down
4389	CONN	7	5	up
4393	CONN	3	6	up
4503	CONN	7	5	down
4503	CONN	7	2	up
4503	CONN	7	2	down
4520	CONN	3	4	up
4624	CONN	5	3	up
4624	CONN	5	7	up
4631	CONN	5	3	down
4631	CONN	5	0	up
4631	CONN	5	0	down
4631	CONN	5	2	up
4631	CONN	5	2	down
4631	CONN	7	3	up
4631	CONN	7	3	down
4631	CONN	7	8	up
4632	CONN	6	8	down
4635	CONN	7	8	down
4635	CONN	7	2	up
4635	CONN	7	2	down
4635	CONN	7	5	up
4753	CONN	4	3	up
4759	CONN	7	4	up
4759	CONN	7	4	down
4765	CONN	6	5	up
4872	CONN	5	7	down
4873	CONN	7	5	down
5001	CONN	4	6	down
5003	CONN	6	8	up
5005	CONN	7	5	up
5009	CONN	0	7	up
5116	CONN	1	0	up
5123	CONN	1	0	down
5125	CONN	4	3	down
5133	CONN	0	7	down
5133	CONN	7	5	down
5133	CONN	7	0	up
5136	CONN	3	5	down
5143	CONN	3	6	down
5145	CONN	6	2	down
5263	CONN	4	6	up
5263	CONN	4	3	up
5273	CONN	3	5	up
5388	CONN	6	5	down
5388	CONN	6	2	up
5396	CONN	0	7	up
5512	CONN	3	6	up
5614	CONN	7	0	down
5620	CONN	4	5	down
5626	CONN	0	7	down
5627	CONN	4	6	down
5643	CONN	6	2	down
5644	CONN	3	5	down
5763	CONN	6	5	up
5854	CONN	7	0	up
5874	CONN	6	3	down
5881	CONN	6	2	up
5889	CONN	4	6	up
5898	CONN	0	7	up
5899	CONN	3	6	down
5972	CONN	7	0	down
6003	CONN	6	5	down
6003	CONN	6	3	up
6009	CONN	4	5	up
6120	CONN	4	6	down
6126	CONN	3	6	up
6126	CONN	3	5	up
6133	CONN	3	6	down
6238	CONN	5	4	up
6238	CONN	5	3	up
6244	CONN	0	7	down
6328	CONN	7	0	up
6378	CONN	8	2	down
6449	CONN	7	0	down
6484	CONN	0	7	up
6484	CONN	0	7	down
6489	CONN	3	6	up
6723	CONN	4	6	up
6734	CONN	8	2	up
6791	CONN	7	0	up
6791	CONN	7	0	down
6831	CONN	6	3	down
6831	CONN	6	5	up
6840	CONN	4	5	down
6848	CONN	2	8	down
6947	CONN	6	2	down
6957	CONN	4	3	down
7084	CONN	3	6	down
7173	CONN	6	3	up
7194	CONN	4	5	up
7202	CONN	2	8	up
7256	CONN	7	0	up
7256	CONN	7	0	down
7284	CONN	6	3	down
7284	CONN	6	2	up
7306	CONN	4	5	down
7306	CONN	4	3	up
7307	CONN	0	6	up
7307	CONN	0	3	up
7312	CONN	3	5	down
7317	CONN	8	2	down
7421	CONN	0	4	up
7426	CONN	3	6	up
7532	CONN	0	6	down
7658	CONN	8	2	up
7881	CONN	6	5	down
7881	CONN	6	3	up
7886	CONN	0	6	up
7991	CONN	7	0	up
8009	CONN	0	4	down
8009	CONN	0	6	down
8123	CONN	5	4	down
8128	CONN	4	6	down
8245	CONN	6	2	down
8258	CONN	3	7	up
8258	CONN	3	7	down
8258	CONN	3	0	up
8374	CONN	4	7	up
8374	CONN	4	7	down
8374	CONN	4	5	up
8374	CONN	4	5	down
8477	CONN	7	0	down
8491	CONN	5	4	up
8492	CONN	4	0	up
8492	CONN	4	0	down
8492	CONN	4	6	up
8499	CONN	6	5	up
8499	CONN	6	5	down
8499	CONN	6	2	up
8501	CONN	3	6	down
8501	CONN	3	0	down
8501	CONN	3	7	up
8621	CONN	0	4	up
8736	CONN	6	1	down
8736	CONN	6	8	down
8736	CONN	6	3	down
8736	CONN	6	2	down
8742	CONN	3	0	up
8746	CONN	0	4	down
8747	CONN	4	7	up
8747	CONN	4	7	down
8747	CONN	4	0	up
8854	CONN	5	6	up
8854	CONN	5	6	down
8977	CONN	5	4	down
8984	CONN	0	3	down
8984	CONN	4	6	down
8990	CONN	3	7	down
9107	CONN	0	4	up
9205	CONN	7	0	up
9205	CONN	7	0	down
9232	CONN	0	4	down
9353	CONN	5	4	up
9355	CONN	0	7	up
9355	CONN	0	7	down
9355	CONN	0	3	up
9469	CONN	3	7	up
9469	CONN	3	7	down
9477	CONN	0	4	up
9490	CONN	2	8	down
9591	CONN	4	7	up
9591	CONN	4	7	down
9592	CONN	0	4	down
9705	CONN	6	5	up
9705	CONN	6	5	down
9818	CONN	6	2	up
9818	CONN	6	2	down
9819	CONN	3	0	down
9823	CONN	3	7	up
9836	CONN	0	4	up
9836	CONN	0	4	down
9842	CONN	2	8	up
9915	CONN	7	0	up
9937	CONN	3	7	down
9937	CONN	3	0	up
9946	CONN	5	4	down
9954	CONN	0	7	up
9954	CONN	0	7	down
10049	CONN	3	4	down
10061	CONN	3	7	up
10074	CONN	0	4	up
10176	CONN	5	3	down
10203	CONN	2	8	down
10303	CONN	5	4	up
10303	CONN	5	4	down
10417	CONN	3	0	down
10428	CONN	0	7	up
10429	CONN	4	0	down
10436	CONN	0	7	down
10535	CONN	3	4	up
10540	CONN	7	0	down
10553	CONN	0	1	up
10553	CONN	0	1	down
10553	CONN	6	0	up
10553	CONN	6	0	down
10556	CONN	4	7	up
10556	CONN	4	7	down
10559	CONN	2	8	up
10673	CONN	6	2	up
10673	CONN	6	2	down
10673	CONN	6	1	up
10673	CONN	6	1	down
10769	CONN	3	0	up
10790	CONN	0	4	down
10790	CONN	0	1	up
10790	CONN	0	1	down
10790	CONN	4	0	up
10796	CONN	4	7	up
10881	CONN	3	7	down
10912	CONN	0	7	up
10912	CONN	0	7	down
10915	CONN	4	7	down
10998	CONN	3	0	down
11036	CONN	0	4	up
11112	CONN	3	5	up
11112	CONN	3	5	down
11112	CONN	3	7	up
11112	CONN	3	7	down
11263	CONN	6	0	up
11263	CONN	6	0	down
11274	CONN	4	7	up
11274	CONN	4	7	down
11362	CONN	7	4	up
11362	CONN	7	4	down
11373	CONN	0	4	down
11386	CONN	4	0	down
11392	CONN	5	7	up
11445	CONN	3	1	up
11445	CONN	3	1	down
11445	CONN	3	0	up
11475	CONN	7	3	up
11475	CONN	7	3	down
11475	CONN	7	5	up
11514	CONN	4	1	up
11514	CONN	4	1	down
11568	CONN	3	4	down
11605	CONN	0	6	up
11605	CONN	0	6	down
11621	CONN	6	1	up
11621	CONN	6	1	down
11623	CONN	4	7	up
11623	CONN	4	7	down
11630	CONN	4	0	up
11693	CONN	3	1	up
11693	CONN	3	1	down
11695	CONN	7	4	up
11695	CONN	7	4	down
11698	CONN	3	0	down
11734	CONN	6	2	up
11741	CONN	5	4	up
11769	CONN	2	8	down
11810	CONN	3	7	up
11810	CONN	3	7	down
11810	CONN	3	4	up
11818	CONN	7	3	up
11862	CONN	5	4	down
11948	CONN	0	4	up
12077	CONN	6	1	up
12112	CONN	2	8	up
12156	CONN	3	7	up
12161	CONN	3	4	down
12161	CONN	3	7	down
12280	CONN	3	0	up
12318	CONN	5	3	up
12323	CONN	6	1	down
12405	CONN	3	4	up
12418	CONN	3	7	up
12418	CONN	3	7	down
12424	CONN	3	5	up
12446	CONN	5	3	down
12449	CONN	6	2	down
12528	CONN	7	3	down
12548	CONN	3	4	down
12551	CONN	3	5	down
12559	CONN	0	6	up
12559	CONN	0	6	down
12572	CONN	4	0	down
12684	CONN	1	6	up
12684	CONN	1	6	down
12779	CONN	7	3	up
12780	CONN	0	4	down
12909	CONN	0	4	up
12909	CONN	0	4	down
12909	CONN	3	0	down
12909	CONN	3	7	up
12909	CONN	6	2	up
12915	CONN	7	5	down
12916	CONN	6	0	up
12916	CONN	6	0	down
12916	CONN	6	1	up
12921	CONN	4	7	up
12921	CONN	4	7	down
12921	CONN	4	0	up
12923	CONN	6	1	down
12929	CONN	5	3	up
13032	CONN	4	3	down
13039	CONN	5	3	down
13051	CONN	7	5	up
13161	CONN	0	4	up
13161	CONN	4	3	up
13161	CONN	4	3	down
13164	CONN	5	3	up
13166	CONN	4	7	up
13167	CONN	6	2	down
13177	CONN	7	0	up
13177	CONN	7	0	down
13261	CONN	3	4	up
13286	CONN	4	3	up
13287	CONN	5	3	down
13294	CONN	0	6	up
13370	CONN	3	0	up
13370	CONN	3	6	up
13373	CONN	3	7	down
13376	CONN	3	0	down
13376	CONN	3	6	down
13418	CONN	4	7	down
13510	CONN	3	4	down
13510	CONN	3	5	up
13510	CONN	3	5	down
13510	CONN	3	6	up
13540	CONN	5	3	up
13540	CONN	5	3	down
13552	CONN	4	0	down
13558	CONN	6	2	up
13630	CONN	3	6	down
13630	CONN	3	7	up
13672	CONN	0	4	down
13806	CONN	6	2	down
13806	CONN	6	1	up
13806	CONN	6	1	down
13876	CONN	3	7	down
13879	CONN	3	0	up
13879	CONN	3	0	down
13883	CONN	3	4	up
13908	CONN	0	6	down
13997	CONN	3	4	down
13997	CONN	3	7	up
13997	CONN	3	7	down
14047	CONN	5	3	up
14047	CONN	5	3	down
14124	CONN	3	4	up
14124	CONN	3	4	down
14124	CONN	3	0	up
14124	CONN	3	0	down
14140	CONN	0	4	up
14140	CONN	0	4	down
14160	CONN	4	0	up
14263	CONN	7	4	up
14263	CONN	7	4	down
14269	CONN	7	5	down
14283	CONN	5	7	down
14361	CONN	3	5	up
14361	CONN	3	5	down
14364	CONN	3	7	up
14394	CONN	7	3	down
14488	CONN	3	4	up
14518	CONN	1	3	up
14599	CONN	3	0	up
14599	CONN	3	0	down
14608	CONN	3	4	down
14628	CONN	4	0	down
14635	CONN	5	7	up
14639	CONN	7	4	up
14639	CONN	7	4	down
14639	CONN	7	5	up
14730	CONN	3	0	up
14755	CONN	1	3	down
14755	CONN	1	0	up
14755	CONN	1	0	down
14772	CONN	6	2	up
14772	CONN	6	2	down
14843	CONN	3	4	up
14843	CONN	3	4	down
14883	CONN	4	1	up
14883	CONN	4	1	down
14883	CONN	4	6	up
14883	CONN	4	6	down
14890	CONN	4	7	up
14894	CONN	7	5	down
14895	CONN	4	0	up
14964	CONN	3	7	down
15013	CONN	5	3	up
15015	CONN	0	4	up
15018	CONN	5	7	down
15018	CONN	7	5	up
15020	CONN	4	7	down
15145	CONN	7	5	down
15149	CONN	6	0	up
15149	CONN	6	0	down
15259	CONN	7	3	up
15259	CONN	7	3	down
15265	CONN	4	0	down
15269	CONN	0	6	up
15269	CONN	0	6	down
15316	CONN	3	7	up
15316	CONN	3	7	down
15316	CONN	3	4	up
15387	CONN	0	7	up
15387	CONN	0	7	down
15388	CONN	5	7	up
15389	CONN	7	5	up
15404	CONN	6	2	up
15404	CONN	6	2	down
15432	CONN	3	4	down
15509	CONN	5	7	down
15515	CONN	6	3	up
15515	CONN	7	3	up
15516	CONN	5	3	down
15520	CONN	4	3	down
15522	CONN	6	3	down
15541	CONN	3	0	down
15626	CONN	7	3	down
15645	CONN	4	7	up
15645	CONN	4	3	up
15649	CONN	6	5	up
15649	CONN	6	5	down
15651	CONN	3	7	up
15651	CONN	3	7	down
15751	CONN	7	5	down
15751	CONN	7	3	up
15761	CONN	5	3	up
15761	CONN	5	3	down
15761	CONN	5	7	up
15763	CONN	3	4	up
15764	CONN	0	6	up
15764	CONN	0	6	down
15765	CONN	4	7	down
15767	CONN	3	4	down
15882	CONN	3	0	up
15883	CONN	0	4	down
15900	CONN	6	5	up
15900	CONN	6	5	down
15990	CONN	7	5	up
16006	CONN	3	0	down
16006	CONN	3	7	up
16008	CONN	0	4	up
16009	CONN	4	0	up
16014	CONN	0	6	up
16014	CONN	0	6	down
16016	CONN	4	7	up
16019	CONN	6	2	up
16115	CONN	3	4	up
16135	CONN	4	7	down
16137	CONN	6	0	up
16139	CONN	5	3	up
16139	CONN	5	3	down
16144	CONN	6	0	down
16144	CONN	6	1	up
16241	CONN	3	0	up
16241	CONN	3	0	down
16272	CONN	6	1	down
16342	CONN	7	3	down
16368	CONN	3	7	down
16370	CONN	3	0	up
16399	CONN	6	2	down
16458	CONN	7	5	down
16487	CONN	3	0	down
16596	CONN	3	7	up
16630	CONN	4	0	down
16677	CONN	7	3	up
16705	CONN	3	7	down
16753	CONN	5	3	up
16755	CONN	6	2	up
16758	CONN	4	7	up
16777	CONN	2	8	down
16789	CONN	7	4	up
16789	CONN	7	4	down
16789	CONN	7	5	up
16793	CONN	7	6	up
16793	CONN	7	6	down
16822	CONN	3	0	up
16876	CONN	6	0	up
16876	CONN	6	0	down
16908	CONN	7	3	down
16939	CONN	3	7	up
16992	CONN	4	0	up
17086	CONN	0	7	up
17115	CONN	5	3	down
17133	CONN	2	8	up
17178	CONN	3	0	down
17195	CONN	0	7	down
17344	CONN	4	7	down
17395	CONN	7	3	up
17400	CONN	7	4	up
17400	CONN	7	4	down
17411	CONN	3	4	down
17411	CONN	3	0	up
17411	CONN	3	0	down
17423	CONN	3	7	down
17453	CONN	6	2	down
17453	CONN	6	1	up
17467	CONN	5	3	up
17474	CONN	1	0	up
17474	CONN	1	0	down
17539	CONN	0	6	up
17543	CONN	3	4	up
17543	CONN	3	0	up
17563	CONN	6	1	down
17583	CONN	5	3	down
17606	CONN	2	1	up
17663	CONN	0	4	down
17663	CONN	0	6	down
17679	CONN	4	6	up
17679	CONN	4	6	down
17682	CONN	6	2	up
17705	CONN	1	6	up
17705	CONN	1	6	down
17722	CONN	2	1	down
17894	CONN	0	1	up
17908	CONN	0	1	down
17924	CONN	1	0	up
17924	CONN	1	0	down
18034	CONN	3	4	down
18036	CONN	1	4	up
18043	CONN	1	4	down
18159	CONN	6	2	down
18165	CONN	3	7	up
18165	CONN	3	7	down
18169	CONN	3	0	down
18275	CONN	4	0	down
18277	CONN	0	7	up
18277	CONN	0	7	down
18282	CONN	4	7	up
18282	CONN	4	7	down
18283	CONN	3	4	up
18329	CONN	7	3	down
18409	CONN	3	7	up
18409	CONN	3	7	down
18409	CONN	3	0	up
18448	CONN	7	3	up
18523	CONN	3	4	down
18523	CONN	4	0	up
18535	CONN	6	0	up
18535	CONN	6	0	down
18535	CONN	6	3	up
18535	CONN	6	3	down
18535	CONN	6	2	up
18645	CONN	3	6	up
18645	CONN	3	6	down
18645	CONN	3	7	up
18648	CONN	3	7	down
18695	CONN	7	5	down
18760	CONN	4	3	down
18760	CONN	4	0	down
18869	CONN	4	6	up
18888	CONN	3	7	up
18944	CONN	7	4	up
18944	CONN	7	4	down
18969	CONN	0	7	up
18969	CONN	0	7	down
18981	CONN	6	1	up
18986	CONN	4	6	down
18988	CONN	6	1	down
18988	CONN	6	0	up
18992	CONN	5	3	up
18992	CONN	5	3	down
19022	CONN	2	7	up
19022	CONN	2	7	down
19053	CONN	7	5	up
19131	CONN	3	0	down
19202	CONN	0	3	down
19220	CONN	4	6	up
19227	CONN	6	0	down
19245	CONN	3	7	down
19311	CONN	7	3	down
19316	CONN	7	4	up
19316	CONN	7	4	down
19346	CONN	6	1	up
19346	CONN	6	1	down
19450	CONN	7	3	up
19455	CONN	6	2	down
19456	CONN	0	3	up
19462	CONN	4	6	down
19579	CONN	3	0	up
19712	CONN	4	6	up
19716	CONN	6	1	up
19716	CONN	6	1	down
19716	CONN	6	8	up
19716	CONN	6	8	down
19716	CONN	6	0	up
19830	CONN	1	6	up
19836	CONN	8	2	down
19838	CONN	6	2	up
19965	CONN	6	0	down
19965	CONN	6	3	up
19965	CONN	6	3	down
19977	CONN	8	2	up
20177	CONN	7	5	down
20177	CONN	7	3	down
20199	CONN	1	6	down
20199	CONN	6	2	down
20206	CONN	6	1	up
20312	CONN	3	7	up
20340	CONN	6	0	up
20420	CONN	7	5	up
20427	CONN	3	7	down
20467	CONN	6	1	down
20467	CONN	6	2	up
20474	CONN	6	0	down
20542	CONN	7	3	up
20583	CONN	6	3	up
20583	CONN	6	3	down
20699	CONN	4	6	down
20711	CONN	6	1	up
20803	CONN	3	7	up
20803	CONN	3	7	down
20837	CONN	6	2	down
20837	CONN	6	1	down
20837	CONN	6	0	up
20837	CONN	6	0	down
20950	CONN	5	7	down
20995	CONN	7	5	down
20995	CONN	7	4	up
20995	CONN	7	4	down
21057	CONN	0	3	down
21111	CONN	7	0	up
21192	CONN	4	6	up
21192	CONN	4	6	down
21203	CONN	6	0	up
21203	CONN	6	0	down
21203	CONN	6	2	up
21238	CONN	7	3	down
21245	CONN	7	0	down
21273	CONN	3	0	down
21273	CONN	3	7	up
21305	CONN	0	3	up
21498	CONN	7	3	up
21498	CONN	7	3	down
21498	CONN	7	5	up
21522	CONN	3	7	down
21555	CONN	4	6	up
21559	CONN	5	7	up
21568	CONN	6	0	up
21631	CONN	3	0	up
21649	CONN	0	4	up
21681	CONN	1	2	up
21681	CONN	1	2	down
21681	CONN	1	8	up
21681	CONN	1	8	down
21685	CONN	5	7	down
21689	CONN	6	2	down
21689	CONN	6	0	down
21736	CONN	7	3	up
21758	CONN	0	6	up
21803	CONN	6	1	up
21803	CONN	6	1	down
21805	CONN	4	6	down
21807	CONN	1	4	up
21807	CONN	1	4	down
21856	CONN	7	5	down
21874	CONN	0	4	down
21874	CONN	0	6	down
21929	CONN	1	0	up
21929	CONN	1	0	down
21929	CONN	1	3	up
21929	CONN	1	3	down
21974	CONN	7	1	up
21974	CONN	7	1	down
21993	CONN	3	7	up
22089	CONN	7	0	up
22094	CONN	7	0	down
22120	CONN	3	7	down
22137	CONN	4	6	up
22137	CONN	6	8	up
22137	CONN	6	8	down
22137	CONN	6	2	up
22137	CONN	6	2	down
22151	CONN	5	7	up
22151	CONN	5	7	down
22255	CONN	0	3	down
22347	CONN	7	3	down
22387	CONN	4	6	down
22489	CONN	3	4	up
22493	CONN	0	3	up
22496	CONN	3	6	up
22496	CONN	3	6	down
22634	CONN	4	0	up
22641	CONN	4	3	up
